Date,Type,Weather,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Economic impact,Societal impact,Human Health impact,Political impact
20061203,modern,,Classification-GPT4,1,0,0,1,1,1,0
20061203,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19990108,modern,,Classification-GPT4,1,0,0,1,1,1,0
19990108,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
19980912,modern,,Classification-GPT4,1,0,1,1,1,1,1
19980912,modern,,Classification-GPT4o-mini,1,0,1,1,1,1,0
20080105,modern,,Classification-GPT4,1,1,1,1,1,1,1
20080105,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
19951006,modern,,Classification-GPT4,1,0,0,1,1,0,0
19951006,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,0
20020821,modern,,Classification-GPT4,1,1,1,1,1,1,0
20020821,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,0
19901112,modern,,Classification-GPT4,1,1,1,1,1,1,1
19901112,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
19901222,modern,,Classification-GPT4,0,1,1,1,1,0,1
19901222,modern,,Classification-GPT4o-mini,0,1,1,1,1,0,1
19931113,modern,,Classification-GPT4,1,1,1,1,1,0,1
19931113,modern,,Classification-GPT4o-mini,1,1,1,1,1,0,1
19900422,modern,,Classification-GPT4,0,1,1,1,0,0,1
19900422,modern,,Classification-GPT4o-mini,0,1,1,1,0,0,1
19910317,modern,,Classification-GPT4,0,1,0,1,1,1,1
19910317,modern,,Classification-GPT4o-mini,0,1,0,1,1,1,1
19950630,modern,,Classification-GPT4,0,1,1,1,1,0,0
19950630,modern,,Classification-GPT4o-mini,0,1,1,1,1,0,0
19990522,modern,,Classification-GPT4,0,1,1,0,0,0,1
19990522,modern,,Classification-GPT4o-mini,0,1,1,0,0,0,1
19970419,modern,,Classification-GPT4,0,1,1,1,1,0,1
19970419,modern,,Classification-GPT4o-mini,0,1,1,1,1,0,1
19980502,modern,,Classification-GPT4,0,1,0,1,1,1,1
19980502,modern,,Classification-GPT4o-mini,0,1,0,1,1,0,1
19920330,modern,,Classification-GPT4,0,1,0,1,1,1,0
19920330,modern,,Classification-GPT4o-mini,0,1,0,1,1,1,0
19980404,modern,,Classification-GPT4,1,1,1,1,1,0,1
19980404,modern,,Classification-GPT4o-mini,1,1,1,1,1,0,1
19921010,modern,,Classification-GPT4,0,1,1,0,0,0,1
19921010,modern,,Classification-GPT4o-mini,0,1,1,0,0,0,1
19940219,modern,,Classification-GPT4,0,0,0,0,0,0,0
19940219,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19900624,modern,,Classification-GPT4,1,0,0,1,1,1,0
19900624,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,0
19900422,modern,,Classification-GPT4,0,1,1,1,1,0,1
19900422,modern,,Classification-GPT4o-mini,0,1,1,1,0,0,1
19900616,modern,,Classification-GPT4,1,0,0,1,1,1,1
19900616,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,1
19901215,modern,,Classification-GPT4,0,0,1,0,1,1,1
19901215,modern,,Classification-GPT4o-mini,0,0,1,1,1,1,1
19900421,modern,,Classification-GPT4,0,1,1,1,1,0,1
19900421,modern,,Classification-GPT4o-mini,0,1,1,1,1,1,1
19900513,modern,,Classification-GPT4,1,1,1,1,1,1,1
19900513,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,0
19930711,modern,,Classification-GPT4,0,0,0,0,1,1,0
19930711,modern,,Classification-GPT4o-mini,0,0,0,0,1,1,0
20060802,modern,,Classification-GPT4,1,0,0,1,1,1,0
20060802,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
20070626,modern,,Classification-GPT4,1,1,1,1,1,1,1
20070626,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
20030628,modern,,Classification-GPT4,0,0,0,0,0,0,0
20030628,modern,,Classification-GPT4o-mini,0,0,0,1,1,1,0
19950618,modern,,Classification-GPT4,0,0,1,0,1,1,0
19950618,modern,,Classification-GPT4o-mini,0,0,1,0,1,1,0
20020819,modern,,Classification-GPT4,0,0,0,0,1,1,0
20020819,modern,,Classification-GPT4o-mini,0,0,0,0,1,1,0
19930708,modern,,Classification-GPT4,0,0,0,0,1,1,0
19930708,modern,,Classification-GPT4o-mini,0,0,0,0,1,1,0
19950614,modern,,Classification-GPT4,1,0,0,0,1,1,0
19950614,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,0
19901205,modern,,Classification-GPT4,1,0,0,1,1,0,0
19901205,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,0
20090108,modern,,Classification-GPT4,1,0,0,0,1,1,0
20090108,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
20000413,modern,,Classification-GPT4,0,0,1,1,1,0,0
20000413,modern,,Classification-GPT4o-mini,0,1,1,1,1,0,0
19910302,modern,,Classification-GPT4,1,0,0,1,1,1,0
19910302,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19930318,modern,,Classification-GPT4,1,0,0,0,1,0,1
19930318,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
19970625,modern,,Classification-GPT4,1,0,0,1,1,0,0
19970625,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,0
20080109,modern,,Classification-GPT4,1,0,0,0,1,0,0
20080109,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
19940318,modern,,Classification-GPT4,1,0,0,0,1,0,0
19940318,modern,,Classification-GPT4o-mini,1,0,0,0,0,0,0
19990117,modern,,Classification-GPT4,1,0,0,1,1,0,0
19990117,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,0
19951231,modern,,Classification-GPT4,1,0,1,1,1,1,1
19951231,modern,,Classification-GPT4o-mini,1,0,1,1,1,1,0
19980109,modern,,Classification-GPT4,1,0,0,1,1,1,0
19980109,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19931226,modern,,Classification-GPT4,1,0,0,0,1,0,0
19931226,modern,,Classification-GPT4o-mini,1,0,0,0,1,0,0
20071222,modern,,Classification-GPT4,1,0,0,1,1,0,1
20071222,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
19990710,modern,,Classification-GPT4,1,1,0,1,1,1,1
19990710,modern,,Classification-GPT4o-mini,1,1,0,1,1,1,1
18801116,historical,,Classification-GPT4,0,1,0,1,0,1,0
18801116,historical,,Classification-GPT4o-mini,0,1,0,0,0,1,0
18861119,historical,,Classification-GPT4,0,0,0,1,0,0,0
18861119,historical,,Classification-GPT4o-mini,0,0,0,1,0,0,0
18890913,historical,,Classification-GPT4,1,0,0,1,1,0,0
18890913,historical,,Classification-GPT4o-mini,1,0,0,1,1,0,0
18891130,historical,,Classification-GPT4,1,1,0,1,1,1,0
18891130,historical,,Classification-GPT4o-mini,1,1,0,1,1,1,0
18911207,historical,,Classification-GPT4,1,1,0,1,1,0,0
18911207,historical,,Classification-GPT4o-mini,1,1,0,1,1,0,0
18921228,historical,,Classification-GPT4,1,1,1,0,1,0,0
18921228,historical,,Classification-GPT4o-mini,1,1,0,0,1,0,0
18941228,historical,,Classification-GPT4,1,0,0,1,1,1,0
18941228,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18981128,historical,,Classification-GPT4,1,0,0,0,1,1,0
18981128,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18800315,historical,,Classification-GPT4,0,1,1,1,0,1,0
18800315,historical,,Classification-GPT4o-mini,0,1,0,0,0,1,0
18851208,historical,,Classification-GPT4,0,1,0,1,1,1,0
18851208,historical,,Classification-GPT4o-mini,0,1,0,1,1,1,0
18920208,historical,,Classification-GPT4,0,0,0,0,0,1,0
18920208,historical,,Classification-GPT4o-mini,0,0,0,0,0,1,0
18950430,historical,,Classification-GPT4,0,0,0,0,0,1,0
18950430,historical,,Classification-GPT4o-mini,0,0,0,1,1,1,1
18980824,historical,,Classification-GPT4,0,1,0,1,1,1,0
18980824,historical,,Classification-GPT4o-mini,0,1,0,0,0,1,0
18820408,historical,,Classification-GPT4,1,0,0,1,1,1,0
18820408,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18830131,historical,,Classification-GPT4,1,1,1,1,1,1,1
18830131,historical,,Classification-GPT4o-mini,1,1,0,1,1,1,1
18870923,historical,,Classification-GPT4,1,1,0,1,0,1,0
18870923,historical,,Classification-GPT4o-mini,0,1,0,1,0,1,0
18900428,historical,,Classification-GPT4,1,0,0,1,1,1,0
18900428,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18920621,historical,,Classification-GPT4,1,1,0,1,0,0,0
18920621,historical,,Classification-GPT4o-mini,1,1,0,1,0,0,0
18960529,historical,,Classification-GPT4,1,0,0,1,1,1,0
18960529,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18811107,historical,,Classification-GPT4,1,1,0,1,1,1,1
18811107,historical,,Classification-GPT4o-mini,0,1,0,1,1,1,1
18821017,historical,,Classification-GPT4,0,1,1,1,0,0,0
18821017,historical,,Classification-GPT4o-mini,0,1,1,1,0,0,0
18830818,historical,,Classification-GPT4,0,1,0,1,0,1,0
18830818,historical,,Classification-GPT4o-mini,0,1,0,1,1,1,0
18830904,historical,,Classification-GPT4,0,1,0,1,0,1,1
18830904,historical,,Classification-GPT4o-mini,0,1,0,1,0,0,1
18860713,historical,,Classification-GPT4,0,1,1,0,0,0,0
18860713,historical,,Classification-GPT4o-mini,0,1,1,0,0,0,1
18880721,historical,,Classification-GPT4,0,1,1,1,1,0,0
18880721,historical,,Classification-GPT4o-mini,0,1,0,1,1,0,0
18890925,historical,,Classification-GPT4,0,1,0,1,0,0,0
18890925,historical,,Classification-GPT4o-mini,0,1,0,1,0,0,0
18900212,historical,,Classification-GPT4,0,1,0,1,1,1,1
18900212,historical,,Classification-GPT4o-mini,0,1,0,1,1,1,1
18910606,historical,,Classification-GPT4,0,1,0,1,0,0,0
18910606,historical,,Classification-GPT4o-mini,0,1,0,1,0,0,0
18930711,historical,,Classification-GPT4,0,1,1,1,1,1,0
18930711,historical,,Classification-GPT4o-mini,0,1,1,1,1,1,0
18950108,historical,,Classification-GPT4,0,1,0,1,1,0,0
18950108,historical,,Classification-GPT4o-mini,0,1,0,1,0,0,0
18810326,historical,,Classification-GPT4,0,0,0,0,0,1,1
18810326,historical,,Classification-GPT4o-mini,0,0,0,0,0,1,1
18870425,historical,,Classification-GPT4,0,0,0,0,0,0,0
18870425,historical,,Classification-GPT4o-mini,0,0,0,0,0,0,0
18870811,historical,,Classification-GPT4,0,0,0,0,0,0,0
18870811,historical,,Classification-GPT4o-mini,0,0,0,0,0,0,0
18880118,historical,,Classification-GPT4,1,1,1,1,1,1,0
18880118,historical,,Classification-GPT4o-mini,1,1,1,1,1,1,0
18881213,historical,,Classification-GPT4,1,1,0,1,1,1,0
18881213,historical,,Classification-GPT4o-mini,1,1,0,1,0,1,0
18890128,historical,,Classification-GPT4,0,0,1,0,0,0,0
18890128,historical,,Classification-GPT4o-mini,0,0,1,0,0,0,0
18910915,historical,,Classification-GPT4,0,1,0,0,0,1,0
18910915,historical,,Classification-GPT4o-mini,0,1,0,0,0,1,0
18920818,historical,,Classification-GPT4,0,0,0,1,0,1,0
18920818,historical,,Classification-GPT4o-mini,0,0,0,0,0,0,0
18951116,historical,,Classification-GPT4,0,1,0,1,0,0,0
18951116,historical,,Classification-GPT4o-mini,0,1,0,1,0,0,0
18970109,historical,,Classification-GPT4,1,0,0,1,1,1,1
18970109,historical,,Classification-GPT4o-mini,1,0,0,0,1,1,1
18990214,historical,,Classification-GPT4,1,0,0,1,1,1,0
18990214,historical,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18991204,historical,,Classification-GPT4,0,0,0,0,1,0,0
18991204,historical,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19900301,modern,,Classification-GPT4,1,0,0,1,1,1,0
19900301,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19911204,modern,,Classification-GPT4,1,0,0,1,1,1,0
19911204,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19900103,modern,,Classification-GPT4,1,1,0,1,1,0,1
19900103,modern,,Classification-GPT4o-mini,1,0,0,0,1,0,0
20090408,modern,,Classification-GPT4,0,0,0,0,0,0,0
20090408,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
20020304,modern,,Classification-GPT4,1,0,0,1,1,1,0
20020304,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19971122,modern,,Classification-GPT4,1,0,0,0,0,0,1
19971122,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,1
19930112,modern,,Classification-GPT4,0,0,0,0,1,1,1
19930112,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,1
19910130,modern,,Classification-GPT4,0,0,0,0,1,1,0
19910130,modern,,Classification-GPT4o-mini,0,0,0,0,1,1,0
19981022,modern,,Classification-GPT4,1,0,0,1,1,0,1
19981022,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
20100125,modern,,Classification-GPT4,1,0,1,1,1,1,1
20100125,modern,,Classification-GPT4o-mini,1,0,1,1,1,1,1
19970911,modern,,Classification-GPT4,1,0,0,0,0,0,0
19970911,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19900320,modern,,Classification-GPT4,1,1,0,1,1,1,0
19900320,modern,,Classification-GPT4o-mini,1,1,0,1,1,1,0
19900816,modern,,Classification-GPT4,0,0,0,1,0,0,1
19900816,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
19900205,modern,,Classification-GPT4,1,0,1,1,1,1,1
19900205,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,0
19900812,modern,,Classification-GPT4,1,1,1,1,1,1,1
19900812,modern,,Classification-GPT4o-mini,1,1,1,1,1,1,1
19910612,modern,,Classification-GPT4,1,0,0,0,0,0,0
19910612,modern,,Classification-GPT4o-mini,1,0,0,0,0,0,0
19910707,modern,,Classification-GPT4,0,0,0,0,0,0,0
19910707,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19911112,modern,,Classification-GPT4,1,0,0,1,1,0,1
19911112,modern,,Classification-GPT4o-mini,1,0,0,1,1,0,1
19920204,modern,,Classification-GPT4,1,0,0,1,1,1,0
19920204,modern,,Classification-GPT4o-mini,1,0,0,0,1,1,0
19920510,modern,,Classification-GPT4,0,0,0,0,0,0,0
19920510,modern,,Classification-GPT4o-mini,0,0,0,0,0,0,0
19920813,modern,,Classification-GPT4,0,1,1,1,0,0,0
19920813,modern,,Classification-GPT4o-mini,0,1,0,1,0,0,0
19920824,modern,,Classification-GPT4,1,1,0,1,1,0,0
19920824,modern,,Classification-GPT4o-mini,1,1,0,1,0,0,0
19920928,modern,,Classification-GPT4,1,0,0,1,1,1,0
19920928,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
19930408,modern,,Classification-GPT4,1,0,0,1,1,1,0
19930408,modern,,Classification-GPT4o-mini,1,0,0,0,0,1,0
19900318,modern,,Classification-GPT4,0,0,1,0,0,1,0
19900318,modern,,Classification-GPT4o-mini,0,0,1,0,0,1,0
19900408,modern,,Classification-GPT4,1,0,0,0,1,1,0
19900408,modern,,Classification-GPT4o-mini,1,0,0,1,1,1,0
18900620,historical,,Classification-GPT4,0,0,0,0,0,1,0
18900620,historical,,Classification-GPT4o-mini,0,0,0,0,0,1,0
18900410,historical,,Classification-GPT4,1,0,0,1,1,1,0
18900410,historical,,Classification-GPT4o-mini,1,0,0,1,0,1,0
18810909,historical,,Classification-GPT4,0,1,1,1,1,0,0
18810909,historical,,Classification-GPT4o-mini,0,1,1,1,1,1,0
