ID,Date,Type,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Financial impact,Health impact,Political impact
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,1,0,1,0,1,0
92,20061203,modern,gpt-4o,1,0,0,0,1,0
92,20061203,modern,gpt-4o,1,0,0,1,1,1
92,20061203,modern,gpt-4o,0,0,0,0,0,1
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
92,20061203,modern,gpt-4o,0,0,0,0,0,0
93,19990108,modern,gpt-4o,1,0,0,1,1,1
94,19980912,modern,gpt-4o,1,0,1,0,1,1
95,20080105,modern,gpt-4o,1,1,1,1,1,1
96,19951006,modern,gpt-4o,1,0,0,1,0,1
97,20020821,modern,gpt-4o,1,1,1,1,0,0
98,19901112,modern,gpt-4o,1,1,0,1,0,1
98,19901112,modern,gpt-4o,1,1,0,1,1,0
98,19901112,modern,gpt-4o,1,1,0,1,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
98,19901112,modern,gpt-4o,0,0,0,0,0,0
99,19901222,modern,gpt-4o,1,1,1,1,0,1
100,19931113,modern,gpt-4o,1,0,1,1,0,1
101,19900422,modern,gpt-4o,0,1,1,0,0,1
101,19900422,modern,gpt-4o,0,1,1,0,0,1
101,19900422,modern,gpt-4o,0,1,1,0,0,0
101,19900422,modern,gpt-4o,0,1,1,0,0,1
101,19900422,modern,gpt-4o,1,0,1,0,0,1
101,19900422,modern,gpt-4o,0,1,1,0,0,1
101,19900422,modern,gpt-4o,0,1,1,1,0,1
101,19900422,modern,gpt-4o,0,1,1,0,1,1
101,19900422,modern,gpt-4o,0,1,1,0,0,0
101,19900422,modern,gpt-4o,0,1,1,0,0,0
101,19900422,modern,gpt-4o,0,1,1,0,0,0
101,19900422,modern,gpt-4o,0,0,0,0,0,0
102,19910317,modern,gpt-4o,1,1,0,0,1,1
103,19950630,modern,gpt-4o,1,0,1,1,0,0
104,19990522,modern,gpt-4o,0,1,1,0,0,1
105,19970419,modern,gpt-4o,1,1,1,1,0,1
106,19980502,modern,gpt-4o,1,1,0,1,1,1
107,19920330,modern,gpt-4o,0,0,0,0,0,1
107,19920330,modern,gpt-4o,0,0,1,0,0,1
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,1,0,1,0,1
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,1,0,0,1,0
107,19920330,modern,gpt-4o,0,1,0,0,1,1
107,19920330,modern,gpt-4o,0,1,0,0,1,1
107,19920330,modern,gpt-4o,0,1,0,1,0,1
107,19920330,modern,gpt-4o,0,1,0,1,1,1
107,19920330,modern,gpt-4o,1,1,0,1,1,1
107,19920330,modern,gpt-4o,0,1,0,1,0,1
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,1,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
107,19920330,modern,gpt-4o,0,0,0,0,0,0
108,19980404,modern,gpt-4o,1,1,1,0,1,1
109,19921010,modern,gpt-4o,0,1,1,0,0,1
110,19940219,modern,gpt-4o,0,0,0,0,0,0
111,19900624,modern,gpt-4o,1,0,0,1,1,0
112,19900422,modern,gpt-4o,0,1,1,0,0,1
113,19900616,modern,gpt-4o,1,0,0,0,1,1
114,19901215,modern,gpt-4o,0,0,1,0,0,1
115,19900421,modern,gpt-4o,0,1,1,1,1,1
116,19900513,modern,gpt-4o,1,1,1,0,1,0
117,19930711,modern,gpt-4o,1,0,0,0,1,0
118,20070626,modern,gpt-4o,1,0,0,0,0,0
118,20070626,modern,gpt-4o,0,0,0,0,1,1
118,20070626,modern,gpt-4o,1,0,0,0,1,1
118,20070626,modern,gpt-4o,0,0,0,0,1,0
118,20070626,modern,gpt-4o,1,0,0,0,1,0
118,20070626,modern,gpt-4o,1,0,0,0,1,0
118,20070626,modern,gpt-4o,0,0,0,0,1,0
118,20070626,modern,gpt-4o,0,0,0,0,0,0
119,20060802,modern,gpt-4o,0,1,1,1,1,0
120,20030628,modern,gpt-4o,0,0,0,0,0,0
121,19950618,modern,gpt-4o,0,0,1,0,1,0
122,20020819,modern,gpt-4o,0,0,0,0,0,0
123,19930708,modern,gpt-4o,0,0,0,0,1,0
124,19950614,modern,gpt-4o,1,0,0,0,1,0
125,19901205,modern,gpt-4o,1,0,0,0,0,0
126,20090108,modern,gpt-4o,1,0,0,0,0,0
127,20000413,modern,gpt-4o,0,0,0,0,0,0
128,19910302,modern,gpt-4o,1,0,0,1,1,0
129,19930318,modern,gpt-4o,1,0,0,0,1,0
130,19970625,modern,gpt-4o,1,0,0,0,0,1
131,20080109,modern,gpt-4o,1,0,0,0,0,0
132,19940318,modern,gpt-4o,0,0,0,0,0,0
133,19990117,modern,gpt-4o,1,0,0,1,0,1
134,19951231,modern,gpt-4o,1,0,1,0,1,0
135,19980109,modern,gpt-4o,0,0,0,1,0,0
135,19980109,modern,gpt-4o,1,0,0,1,0,0
135,19980109,modern,gpt-4o,1,0,0,1,0,0
135,19980109,modern,gpt-4o,1,0,0,0,0,0
135,19980109,modern,gpt-4o,0,0,0,0,0,0
135,19980109,modern,gpt-4o,0,0,0,0,0,0
135,19980109,modern,gpt-4o,0,0,0,0,0,0
135,19980109,modern,gpt-4o,0,0,0,0,0,0
136,19931226,modern,gpt-4o,1,0,0,0,0,0
137,20071222,modern,gpt-4o,1,0,0,1,0,1
138,19990710,modern,gpt-4o,1,0,0,0,1,0
138,19990710,modern,gpt-4o,0,1,1,1,1,1
138,19990710,modern,gpt-4o,1,1,0,0,1,0
138,19990710,modern,gpt-4o,0,0,0,0,0,0
182,19911204,modern,gpt-4o,1,0,0,0,1,0
182,19911204,modern,gpt-4o,1,0,0,0,0,0
182,19911204,modern,gpt-4o,0,0,0,0,0,0
182,19911204,modern,gpt-4o,0,0,0,0,0,0
182,19911204,modern,gpt-4o,0,0,0,0,0,0
183,19900103,modern,gpt-4o,0,0,0,0,1,0
184,20090408,modern,gpt-4o,0,0,1,0,0,0
184,20090408,modern,gpt-4o,0,0,1,0,0,0
185,20020304,modern,gpt-4o,0,0,0,0,1,0
185,20020304,modern,gpt-4o,0,0,0,0,1,0
185,20020304,modern,gpt-4o,0,0,1,0,0,0
186,19971122,modern,gpt-4o,1,0,0,0,1,0
187,19930112,modern,gpt-4o,0,0,0,0,1,0
187,19930112,modern,gpt-4o,0,0,0,0,1,0
187,19930112,modern,gpt-4o,0,0,0,0,1,0
187,19930112,modern,gpt-4o,0,0,0,0,1,1
187,19930112,modern,gpt-4o,0,0,0,0,0,0
188,19910130,modern,gpt-4o,0,0,0,0,0,0
189,19981022,modern,gpt-4o,1,0,0,0,0,1
190,20100125,modern,gpt-4o,1,0,1,0,0,0
190,20100125,modern,gpt-4o,1,0,0,0,0,1
191,19970911,modern,gpt-4o,1,0,0,0,0,0
192,19900320,modern,gpt-4o,1,0,0,0,1,0
192,19900320,modern,gpt-4o,1,0,1,0,0,0
192,19900320,modern,gpt-4o,0,1,0,0,0,0
192,19900320,modern,gpt-4o,1,0,0,0,0,0
193,19900816,modern,gpt-4o,0,1,1,0,0,1
193,19900816,modern,gpt-4o,0,0,0,0,0,0
194,19900205,modern,gpt-4o,1,0,0,0,1,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,1,1,0,0,0,1
195,19900812,modern,gpt-4o,0,1,1,0,1,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,1,0,0,0,1,0
195,19900812,modern,gpt-4o,1,1,0,0,1,0
195,19900812,modern,gpt-4o,1,1,0,0,1,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,0,0,0,0,0,0
195,19900812,modern,gpt-4o,1,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,1,0,0,0,0,0
196,19910612,modern,gpt-4o,1,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,1,1
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,1,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,1,0,0,1
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,1,0,0,0,0,0
196,19910612,modern,gpt-4o,1,0,0,0,0,1
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,0,0
196,19910612,modern,gpt-4o,0,0,0,0,1,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,1,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,1,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
197,19910707,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,1,0,0,1,0,1
198,19911112,modern,gpt-4o,1,0,0,1,0,1
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,1,0,0,0,0,0
198,19911112,modern,gpt-4o,1,0,0,0,0,1
198,19911112,modern,gpt-4o,1,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
198,19911112,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,1,0,0,0,1,0
199,19920204,modern,gpt-4o,1,0,0,0,1,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
199,19920204,modern,gpt-4o,0,0,0,0,0,0
