ID,Date,Type,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Financial impact,Health impact,Political impact
78,18990510,historical,gpt-4o,0,1,0,0,0,0
79,18950417,historical,gpt-4o,1,0,0,1,0,0
80,18870423,historical,gpt-4o,1,0,1,1,0,1
81,18860116,historical,gpt-4o,1,0,1,1,0,1
139,18801116,historical,gpt-4o,0,1,0,0,0,0
140,18861119,historical,gpt-4o,1,0,0,0,0,0
141,18890913,historical,gpt-4o,1,0,0,0,0,0
142,18891130,historical,gpt-4o,1,1,0,1,1,0
143,18911207,historical,gpt-4o,1,1,0,0,0,0
144,18921228,historical,gpt-4o,1,1,0,0,0,0
145,18941228,historical,gpt-4o,1,0,0,1,1,0
146,18981128,historical,gpt-4o,1,0,0,0,1,0
147,18800315,historical,gpt-4o,0,1,0,0,0,0
148,18851208,historical,gpt-4o,0,0,0,1,0,0
149,18920208,historical,gpt-4o,0,0,0,0,1,0
150,18950430,historical,gpt-4o,0,0,0,0,1,0
151,18980824,historical,gpt-4o,0,0,0,0,1,0
152,18820408,historical,gpt-4o,1,0,0,1,1,0
153,18830131,historical,gpt-4o,1,1,0,1,1,1
154,18870923,historical,gpt-4o,1,1,0,1,1,0
155,18900428,historical,gpt-4o,1,0,0,1,1,0
156,18920621,historical,gpt-4o,1,1,0,1,0,0
157,18960529,historical,gpt-4o,1,0,1,1,1,0
158,18811107,historical,gpt-4o,1,1,0,1,1,1
159,18821017,historical,gpt-4o,0,1,0,1,0,0
160,18830818,historical,gpt-4o,0,1,0,0,1,0
161,18830904,historical,gpt-4o,1,1,0,0,1,0
162,18860713,historical,gpt-4o,0,1,0,0,0,0
163,18880721,historical,gpt-4o,0,1,0,0,0,0
164,18890925,historical,gpt-4o,0,1,0,1,0,0
165,18900212,historical,gpt-4o,0,1,0,0,1,1
166,18910606,historical,gpt-4o,0,1,0,1,0,0
167,18930711,historical,gpt-4o,0,1,1,1,1,0
168,18950108,historical,gpt-4o,0,0,0,0,0,0
169,18810326,historical,gpt-4o,0,0,0,0,0,0
170,18870425,historical,gpt-4o,0,0,0,0,0,0
171,18870811,historical,gpt-4o,1,0,0,0,0,0
172,18880118,historical,gpt-4o,1,1,1,0,1,0
173,18881213,historical,gpt-4o,1,0,0,1,1,0
174,18890128,historical,gpt-4o,0,0,0,0,0,0
175,18910915,historical,gpt-4o,0,0,0,0,1,0
176,18920818,historical,gpt-4o,0,0,0,0,0,0
177,18951116,historical,gpt-4o,0,1,0,0,0,0
178,18970109,historical,gpt-4o,1,0,0,0,0,1
179,18990214,historical,gpt-4o,1,0,0,1,1,0
180,18991204,historical,gpt-4o,0,0,0,0,0,0
207,18900620,historical,gpt-4o,0,0,0,0,1,0
208,18900410,historical,gpt-4o,1,0,0,1,1,0
209,18810909,historical,gpt-4o,0,1,1,1,0,0
210,18840818,historical,gpt-4o,1,0,0,1,0,0
211,18870507,historical,gpt-4o,0,0,0,0,1,0
212,18880607,historical,gpt-4o,1,0,0,1,1,0
213,18880803,historical,gpt-4o,1,1,0,1,1,0
214,18890712,historical,gpt-4o,1,0,0,1,1,0
215,18900416,historical,gpt-4o,0,0,1,1,0,0
247,18900911,historical,gpt-4o,1,0,1,0,0,0
248,18830914,historical,gpt-4o,1,1,0,1,0,0
249,18820707,historical,gpt-4o,0,1,0,1,0,0
250,18950122,historical,gpt-4o,0,0,0,0,1,0
251,18950124,historical,gpt-4o,1,0,1,0,1,0
252,18870401,historical,gpt-4o,1,0,0,0,1,0
253,18811010,historical,gpt-4o,1,0,0,0,1,0
254,18870115,historical,gpt-4o,1,0,0,1,1,0
255,18891227,historical,gpt-4o,0,0,0,0,0,0
256,18860422,historical,gpt-4o,1,0,1,1,1,0
257,18860424,historical,gpt-4o,1,0,0,1,0,0
258,18860610,historical,gpt-4o,1,0,0,1,0,1
259,18840107,historical,gpt-4o,1,0,0,1,1,0
260,18850217,historical,gpt-4o,1,0,0,1,0,1
261,18960427,historical,gpt-4o,1,0,1,0,0,0
262,18940330,historical,gpt-4o,1,0,0,0,0,0
263,18900718,historical,gpt-4o,1,1,0,0,0,0
264,18840527,historical,gpt-4o,0,0,0,0,0,0
265,18921018,historical,gpt-4o,0,0,0,0,0,0
266,18941218,historical,gpt-4o,0,0,0,0,0,0
267,18960728,historical,gpt-4o,0,1,0,1,0,0
268,18970514,historical,gpt-4o,0,1,0,1,0,0
269,18980629,historical,gpt-4o,0,0,0,0,1,0
270,18980802,historical,gpt-4o,0,0,0,0,1,0
271,18990919,historical,gpt-4o,0,1,0,1,0,0
272,18991018,historical,gpt-4o,0,0,0,0,0,0
273,18871229,historical,gpt-4o,1,0,0,0,0,0
274,18940216,historical,gpt-4o,1,0,0,0,0,0
289,18850216,historical,gpt-4o,1,0,0,1,0,0
290,18880119,historical,gpt-4o,0,0,0,0,1,0
291,18881219,historical,gpt-4o,0,0,1,0,0,0
292,18901217,historical,gpt-4o,0,0,0,0,1,0
293,18920428,historical,gpt-4o,0,0,0,0,0,0
294,18920722,historical,gpt-4o,0,1,0,0,0,1
295,18990705,historical,gpt-4o,0,0,0,0,0,0
296,18821117,historical,gpt-4o,0,0,0,0,0,0
297,18850128,historical,gpt-4o,1,0,0,1,0,0
298,18850204,historical,gpt-4o,0,0,0,1,0,0
299,18861122,historical,gpt-4o,0,0,0,0,1,0
300,18880502,historical,gpt-4o,0,1,0,0,0,0
301,18910226,historical,gpt-4o,0,0,0,0,0,0
302,18910508,historical,gpt-4o,0,0,0,0,0,0
303,18910514,historical,gpt-4o,0,0,0,0,0,0
304,18960219,historical,gpt-4o,0,0,0,0,0,0
305,18960806,historical,gpt-4o,0,0,0,0,0,0
306,18800804,historical,gpt-4o,0,0,0,0,0,0
307,18801201,historical,gpt-4o,0,0,0,0,1,0
308,18840213,historical,gpt-4o,0,0,0,0,0,0
309,18880810,historical,gpt-4o,0,0,0,0,0,0
310,18890520,historical,gpt-4o,1,0,0,1,0,0
311,18900120,historical,gpt-4o,0,0,0,0,0,0
312,18941003,historical,gpt-4o,0,0,0,0,0,0
313,18950807,historical,gpt-4o,0,0,0,0,0,0
314,18951104,historical,gpt-4o,0,0,0,0,0,0
315,18840331,historical,gpt-4o,0,1,1,0,0,0
316,18871119,historical,gpt-4o,0,0,0,0,1,0
317,18890817,historical,gpt-4o,0,1,0,0,0,0
318,18920812,historical,gpt-4o,1,0,0,0,0,0
319,18951019,historical,gpt-4o,0,0,0,0,0,0
320,18970127,historical,gpt-4o,0,0,0,0,1,0
321,18990517,historical,gpt-4o,1,0,0,0,1,0
330,18800907,historical,gpt-4o,1,0,0,1,0,0
331,18810117,historical,gpt-4o,0,0,0,0,0,0
332,18870613,historical,gpt-4o,0,1,0,0,0,0
333,18870708,historical,gpt-4o,1,0,0,0,0,0
334,18870711,historical,gpt-4o,0,0,0,0,0,0
335,18890522,historical,gpt-4o,0,0,0,0,0,0
