ID,Date,Type,Weather,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Financial impact,Human health impact,Political impact,isError
24,18951011,historical,rain,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
25,18980623,historical,rain,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
26,18940213,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
27,18980207,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
28,18950515,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,1,1,0,0,False
29,18981128,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
30,18981124,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,0,0,False
31,18820222,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
32,18860123,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,1,0,False
33,18830321,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,1,0,0,0,False
34,18870329,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
35,18870301,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,1,False
36,18890408,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
37,18860205,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
38,18950515,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
39,18850404,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,0,0,False
40,18980321,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
41,18841107,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
42,18960101,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
43,18870822,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
44,18860419,historical,ice or flood?,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
45,18860407,historical,ice or flood?,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
46,18870425,historical,ice or flood?,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
47,18990114,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,0,1,False
48,18981019,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
49,18990925,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,0,0,0,0,False
50,18800623,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,0,False
51,18961023,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,0,1,False
52,18971227,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
53,18841107,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,0,0,0,False
54,18901203,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,1,False
55,18910310,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
56,18911214,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
57,18990109,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
58,18820222,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
59,18981124,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
60,18871229,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,1,False
61,18840128,historical,snowstorm or hurricane?,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
62,18840303,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
63,18940213,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
64,18910127,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,0,0,False
65,18940410,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
66,18940217,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
67,18981128,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
68,18860423,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
69,18860125,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,1,1,1,0,False
70,18970625,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
71,18930314,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
72,18860426,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
73,18850427,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
74,18830607,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
75,18971130,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
76,18940612,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
77,18880927,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
78,18990510,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
79,18950417,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
80,18870423,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,1,False
81,18860116,historical,flood,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
139,18801116,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,0,False
140,18861119,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
141,18890913,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
142,18891130,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
143,18911207,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
144,18921228,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,0,0,False
145,18941228,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
146,18981128,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
147,18800315,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
148,18851208,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
149,18920208,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,1,0,0,0,False
150,18950430,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,1,0,False
151,18980824,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,1,0,False
152,18820408,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
153,18830131,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
154,18870923,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
155,18900428,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,0,0,False
156,18920621,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
157,18960529,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
158,18811107,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
159,18821017,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,0,0,False
160,18830818,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,1,0,False
161,18830904,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
162,18860713,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,0,1,0,0,False
163,18880721,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
164,18890925,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
165,18900212,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
166,18910606,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
167,18930711,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,0,1,0,0,False
168,18950108,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
169,18810326,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,0,False
170,18870425,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
171,18870811,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
172,18880118,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,0,1,1,0,False
173,18881213,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
174,18890128,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,0,False
175,18910915,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
176,18920818,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
177,18951116,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
178,18970109,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
179,18990214,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,1,1,1,0,False
180,18991204,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
207,18900620,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
208,18900410,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
209,18810909,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
210,18840818,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
211,18870507,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
212,18880607,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
213,18880803,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
214,18890712,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
215,18900416,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
247,18900911,historical,rain,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
248,18830914,historical,rain,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,0,0,0,0,False
249,18820707,historical,rain,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
250,18950122,historical,rain,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
251,18950124,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
252,18870401,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
253,18811010,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,0,False
254,18870115,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
255,18891227,historical,snow,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,1,0,False
256,18860422,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
257,18860424,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
258,18860610,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
259,18840107,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
260,18850217,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
261,18960427,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
262,18940330,historical,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
263,18900718,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
264,18840527,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
265,18921018,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
266,18941218,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
267,18960728,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
268,18970514,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
269,18980629,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
270,18980802,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
271,18990919,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,1,0,0,False
272,18991018,historical,torrential,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
273,18871229,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,1,False
274,18940216,historical,snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
289,18850216,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
290,18880119,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,1,1,False
291,18881219,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
292,18901217,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
293,18920428,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,1,False
294,18920722,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
295,18990705,historical,blizzard,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
296,18821117,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
297,18850128,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
298,18850204,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
299,18861122,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,1,0,False
300,18880502,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
301,18910226,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
302,18910508,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
303,18910514,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
304,18960219,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
305,18960806,historical,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
306,18800804,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
307,18801201,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
308,18840213,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
309,18880810,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
310,18890520,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
311,18900120,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
312,18941003,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
313,18950807,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
314,18951104,historical,deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
315,18840331,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
316,18871119,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
317,18890817,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
318,18920812,historical,drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
319,18951019,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
320,18970127,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
321,18990517,historical,freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,1,0,False
330,18800907,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
331,18810117,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
332,18870613,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
333,18870708,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
334,18870711,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
335,18890522,historical,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
