ID,Date,Type,Weather,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Financial impact,Human health impact,Political impact,isError
102,19910317,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
103,19950630,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,1,0,0,False
104,19990522,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
105,19970419,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
106,19980502,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
107,19920330,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
108,19980404,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,1,0,1,0,False
109,19921010,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
110,19940219,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
111,19900624,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
112,19900422,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,1,0,0,False
113,19900616,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
114,19901215,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
115,19900421,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
116,19900513,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
117,19930711,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
118,20060802,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
119,20070626,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
120,20030628,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
121,19950618,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
122,20020819,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
123,19930708,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
124,19950614,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
125,19901205,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
126,20090108,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
127,20000413,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
128,19910302,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
129,19930318,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
130,19970625,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
131,20080109,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,1,0,False
132,19940318,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
133,19990117,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
134,19951231,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
135,19980109,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,1,False
136,19931226,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
137,20071222,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,1,False
138,19990710,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
181,19900301,modern,heat,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,1,1,0,False
182,19911204,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
183,19900103,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
184,20090408,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
185,20020304,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
186,19971122,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,0,0,False
187,19930112,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
188,19910130,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
189,19981022,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
190,20100125,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
191,19970911,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,1,0,False
192,19900320,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
193,19900816,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
194,19900205,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
195,19900812,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
196,19910612,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
197,19910707,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
198,19911112,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
199,19920204,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
200,19920510,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
201,19920813,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
202,19920824,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
203,19920928,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
204,19930408,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
205,19900318,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
206,19900408,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
216,19920628,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
217,19970716,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
218,19980522,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,1,False
219,19900622,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
220,19900622,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,0,1,1,0,False
221,19970719,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,0,False
222,19920216,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,0,False
223,19980816,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
224,20001110,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
225,19960725,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,1,False
226,20070722,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
227,19930730,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
228,19970510,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,1,False
229,19961204,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
230,19961017,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,0,False
231,20080630,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
232,19961228,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
233,20001123,modern,Deluge,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,0,False
234,19900129,modern,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
235,19980124,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
236,19980107,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,0,False
237,19980109,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
238,19990203,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
239,20080105,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,1,0,False
240,20071223,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
241,19921115,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
242,20020201,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
243,19980115,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,0,1,0,False
244,19980118,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
245,19970106,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
246,20070113,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
275,19920709,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,1,0,0,0,0,False
276,19950518,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
277,19930724,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
278,19960726,modern,Drought,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,1,False
279,19901103,modern,Floods,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
280,20070627,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,1,0,False
281,19910825,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
282,20050102,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
283,19910801,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
284,19941118,modern,Heatwaves,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
285,19900825,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
286,20010411,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
287,20060103,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
288,20101208,modern,Snowstorm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,0,False
322,19900224,modern,heat,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
323,19900327,modern,heat,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,1,0,0,False
324,19900409,modern,heat,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
325,19900301,modern,heat,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,1,0,False
326,19900108,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
327,20070501,modern,ice,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,0,0,1,False
328,19920413,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,1,0,0,False
329,19930218,modern,storm,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,1,0,0,False
336,19910523,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,1,False
337,19910724,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
338,19920616,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,1,1,1,1,1,False
339,19930626,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
340,19941025,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
341,19950717,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
342,19960720,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
343,19970620,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,1,1,1,0,False
344,19900323,modern,thunder,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
345,19900106,modern,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,1,0,1,0,False
346,19900131,modern,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
347,19900411,modern,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,1,1,False
348,19900228,modern,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
349,19900120,modern,cold,mistralai/Mixtral-8x7B-Instruct-v0.1,0,0,0,0,0,0,False
350,20000129,modern,Freezing,mistralai/Mixtral-8x7B-Instruct-v0.1,1,0,0,0,0,0,False
