ID,Date,Type,Model_Type,Infrastructural impact,Agricultural impact,Ecological impact,Financial impact,Health impact,Political impact
13,18910908,historical,deepseek-chat,1,0,0,0,1,0
14,18961014,historical,deepseek-chat,1,0,1,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,1,0
15,18930830,historical,deepseek-chat,1,0,0,1,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,1,0
15,18930830,historical,deepseek-chat,1,1,0,0,0,0
15,18930830,historical,deepseek-chat,1,1,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,1,0
15,18930830,historical,deepseek-chat,1,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,1,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,0,0,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,0,0
15,18930830,historical,deepseek-chat,1,0,0,0,1,0
15,18930830,historical,deepseek-chat,1,0,0,1,0,0
15,18930830,historical,deepseek-chat,1,0,0,1,0,0
16,18860106,historical,deepseek-chat,1,0,0,0,0,0
17,18950819,historical,deepseek-chat,1,1,0,0,1,0
18,18890805,historical,deepseek-chat,1,1,0,0,1,0
19,18830205,historical,deepseek-chat,1,0,0,1,1,0
20,18880903,historical,deepseek-chat,0,1,0,0,0,0
21,18840912,historical,deepseek-chat,1,0,0,1,0,0
22,18841230,historical,deepseek-chat,1,1,1,0,0,0
23,18900206,historical,deepseek-chat,1,0,0,0,0,0
24,18951011,historical,deepseek-chat,1,0,0,1,0,0
25,18980623,historical,deepseek-chat,0,1,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,0,0,0,0,1,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,1,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
26,18940213,historical,deepseek-chat,0,0,0,0,0,0
26,18940213,historical,deepseek-chat,1,0,0,0,1,0
27,18980207,historical,deepseek-chat,1,0,0,1,1,0
28,18950515,historical,deepseek-chat,0,1,0,1,0,0
29,18981128,historical,deepseek-chat,1,0,0,1,0,0
29,18981128,historical,deepseek-chat,1,0,0,1,0,0
29,18981128,historical,deepseek-chat,0,0,0,1,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
29,18981128,historical,deepseek-chat,0,0,0,0,1,0
29,18981128,historical,deepseek-chat,1,0,0,0,1,0
29,18981128,historical,deepseek-chat,1,0,0,0,1,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,1,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
29,18981128,historical,deepseek-chat,0,0,0,0,0,0
29,18981128,historical,deepseek-chat,0,0,0,0,0,0
29,18981128,historical,deepseek-chat,0,0,0,0,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,1,0
29,18981128,historical,deepseek-chat,0,0,0,0,1,0
29,18981128,historical,deepseek-chat,0,0,0,0,0,0
29,18981128,historical,deepseek-chat,1,0,0,0,0,0
30,18981124,historical,deepseek-chat,1,0,0,0,0,0
31,18820222,historical,deepseek-chat,1,0,0,1,0,0
32,18860123,historical,deepseek-chat,1,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,1,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,1,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
33,18830321,historical,deepseek-chat,1,0,0,0,0,0
33,18830321,historical,deepseek-chat,1,0,0,0,0,0
33,18830321,historical,deepseek-chat,1,0,0,1,1,0
33,18830321,historical,deepseek-chat,0,1,0,0,1,0
33,18830321,historical,deepseek-chat,1,1,0,1,1,0
33,18830321,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,1,0,0,1,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,1,0,0,0,0,0
34,18870329,historical,deepseek-chat,1,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,1,0
34,18870329,historical,deepseek-chat,1,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
34,18870329,historical,deepseek-chat,0,0,0,0,0,0
35,18870301,historical,deepseek-chat,1,0,0,0,1,0
36,18890408,historical,deepseek-chat,1,0,0,0,0,0
37,18860205,historical,deepseek-chat,1,1,0,0,1,0
38,18950515,historical,deepseek-chat,0,1,0,0,0,0
39,18850404,historical,deepseek-chat,1,0,0,1,0,0
40,18980321,historical,deepseek-chat,1,0,0,1,0,0
41,18841107,historical,deepseek-chat,1,0,0,1,1,0
42,18960101,historical,deepseek-chat,1,0,1,0,1,0
43,18870822,historical,deepseek-chat,1,0,0,0,0,1
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,1,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,1,0,0
44,18860419,historical,deepseek-chat,1,0,1,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,1,1,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,0,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,0
44,18860419,historical,deepseek-chat,1,0,0,0,0,1
44,18860419,historical,deepseek-chat,1,0,0,0,0,1
44,18860419,historical,deepseek-chat,1,0,0,0,1,0
44,18860419,historical,deepseek-chat,0,0,0,0,0,0
45,18860407,historical,deepseek-chat,1,0,0,0,0,0
45,18860407,historical,deepseek-chat,1,0,0,0,1,0
45,18860407,historical,deepseek-chat,1,0,0,0,1,0
45,18860407,historical,deepseek-chat,1,0,0,0,0,0
46,18870425,historical,deepseek-chat,1,0,1,1,0,0
47,18990114,historical,deepseek-chat,1,0,0,0,0,0
48,18981019,historical,deepseek-chat,1,0,0,0,1,0
49,18990925,historical,deepseek-chat,1,1,0,0,0,0
50,18800623,historical,deepseek-chat,1,0,0,0,1,0
51,18961023,historical,deepseek-chat,1,0,0,0,0,0
52,18971227,historical,deepseek-chat,0,1,0,1,0,0
53,18841107,historical,deepseek-chat,1,0,0,0,0,0
53,18841107,historical,deepseek-chat,1,0,0,1,0,0
53,18841107,historical,deepseek-chat,1,0,0,1,0,0
53,18841107,historical,deepseek-chat,1,0,0,1,0,0
53,18841107,historical,deepseek-chat,1,0,0,0,0,0
53,18841107,historical,deepseek-chat,1,0,0,0,1,0
54,18901203,historical,deepseek-chat,1,0,0,1,0,0
55,18910310,historical,deepseek-chat,1,0,1,1,1,0
56,18911214,historical,deepseek-chat,1,0,0,0,0,0
56,18911214,historical,deepseek-chat,1,0,0,1,1,0
56,18911214,historical,deepseek-chat,1,0,0,0,1,0
56,18911214,historical,deepseek-chat,0,0,0,0,0,0
57,18990109,historical,deepseek-chat,1,0,0,1,0,0
58,18820222,historical,deepseek-chat,1,0,0,1,0,0
58,18820222,historical,deepseek-chat,1,1,0,0,0,0
58,18820222,historical,deepseek-chat,1,1,0,0,0,0
59,18981124,historical,deepseek-chat,1,0,0,1,0,0
60,18871229,historical,deepseek-chat,1,0,0,0,0,0
61,18840128,historical,deepseek-chat,1,0,0,0,1,0
61,18840128,historical,deepseek-chat,1,0,0,0,1,0
61,18840128,historical,deepseek-chat,1,0,0,0,1,0
62,18840303,historical,deepseek-chat,1,0,0,0,0,0
63,18940213,historical,deepseek-chat,1,0,0,0,1,0
64,18910127,historical,deepseek-chat,1,0,0,0,0,0
65,18940410,historical,deepseek-chat,1,0,0,0,0,0
66,18940217,historical,deepseek-chat,1,0,0,0,1,0
67,18981128,historical,deepseek-chat,1,0,0,1,0,0
68,18860423,historical,deepseek-chat,1,0,0,1,1,1
69,18860125,historical,deepseek-chat,1,1,0,1,1,0
70,18970625,historical,deepseek-chat,1,0,0,1,0,0
71,18930314,historical,deepseek-chat,1,0,0,1,0,0
72,18860426,historical,deepseek-chat,1,0,0,1,0,1
73,18850427,historical,deepseek-chat,1,1,1,1,1,0
74,18830607,historical,deepseek-chat,1,0,0,1,0,0
75,18971130,historical,deepseek-chat,1,0,0,1,1,0
76,18940612,historical,deepseek-chat,1,0,0,1,0,0
77,18880927,historical,deepseek-chat,1,0,0,1,1,1
78,18990510,historical,deepseek-chat,0,1,0,0,0,0
79,18950417,historical,deepseek-chat,1,0,0,1,0,0
80,18870423,historical,deepseek-chat,1,0,0,1,0,1
81,18860116,historical,deepseek-chat,1,0,0,1,0,1
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,1,0,0
82,19980109,modern,deepseek-chat,1,0,0,1,0,0
82,19980109,modern,deepseek-chat,1,0,0,1,0,0
82,19980109,modern,deepseek-chat,0,0,0,1,0,0
82,19980109,modern,deepseek-chat,1,0,0,1,0,1
82,19980109,modern,deepseek-chat,1,0,0,0,0,1
82,19980109,modern,deepseek-chat,1,1,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,1,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,1,0,1,0,0,0
82,19980109,modern,deepseek-chat,0,0,1,0,0,0
82,19980109,modern,deepseek-chat,0,0,1,0,0,0
82,19980109,modern,deepseek-chat,0,0,1,0,0,1
82,19980109,modern,deepseek-chat,0,0,1,0,0,0
82,19980109,modern,deepseek-chat,1,0,1,0,0,0
82,19980109,modern,deepseek-chat,1,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
82,19980109,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,1,0,0,1,0,1
83,20001106,modern,deepseek-chat,1,0,0,1,0,0
83,20001106,modern,deepseek-chat,1,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,1,0,0,0,1,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,0,0,0
83,20001106,modern,deepseek-chat,0,0,0,1,0,0
84,19980124,modern,deepseek-chat,1,0,1,0,0,1
85,20040906,modern,deepseek-chat,1,0,0,0,1,0
86,20080424,modern,deepseek-chat,0,0,1,0,0,0
86,20080424,modern,deepseek-chat,1,0,1,1,0,0
86,20080424,modern,deepseek-chat,1,0,0,1,0,0
86,20080424,modern,deepseek-chat,1,0,0,1,0,0
86,20080424,modern,deepseek-chat,0,0,0,1,0,1
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
86,20080424,modern,deepseek-chat,0,0,0,0,0,0
87,19980114,modern,deepseek-chat,1,0,0,0,0,0
87,19980114,modern,deepseek-chat,1,0,0,0,0,0
87,19980114,modern,deepseek-chat,1,0,0,0,1,1
87,19980114,modern,deepseek-chat,1,0,0,0,0,0
87,19980114,modern,deepseek-chat,1,0,0,0,0,0
87,19980114,modern,deepseek-chat,1,0,0,0,0,0
87,19980114,modern,deepseek-chat,1,0,0,1,0,0
87,19980114,modern,deepseek-chat,1,0,0,1,0,0
87,19980114,modern,deepseek-chat,0,0,0,1,0,0
87,19980114,modern,deepseek-chat,1,0,0,0,0,1
87,19980114,modern,deepseek-chat,1,0,0,1,0,1
87,19980114,modern,deepseek-chat,0,0,0,1,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,1,0,0,0,0,0
88,19960724,modern,deepseek-chat,1,0,1,0,1,1
88,19960724,modern,deepseek-chat,1,0,0,0,1,0
88,19960724,modern,deepseek-chat,0,0,0,0,1,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,1,0,1
88,19960724,modern,deepseek-chat,1,0,0,1,0,0
88,19960724,modern,deepseek-chat,1,0,0,1,0,0
88,19960724,modern,deepseek-chat,1,0,0,0,0,0
88,19960724,modern,deepseek-chat,1,0,1,1,0,0
88,19960724,modern,deepseek-chat,1,0,0,1,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,1,0,0,0,0,0
88,19960724,modern,deepseek-chat,1,0,0,0,0,0
88,19960724,modern,deepseek-chat,1,0,0,1,0,0
88,19960724,modern,deepseek-chat,1,0,0,0,0,1
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
88,19960724,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,1,1,1,0,1,0
89,19930731,modern,deepseek-chat,1,0,1,0,0,0
89,19930731,modern,deepseek-chat,1,1,0,0,1,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
89,19930731,modern,deepseek-chat,0,0,0,0,0,0
90,20000715,modern,deepseek-chat,1,0,0,0,1,0
91,20070626,modern,deepseek-chat,1,0,0,1,1,0
92,20061203,modern,deepseek-chat,1,0,1,0,1,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,1,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,1,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,1,0,1,0,1,0
92,20061203,modern,deepseek-chat,1,0,0,0,1,0
92,20061203,modern,deepseek-chat,1,0,0,1,1,1
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
92,20061203,modern,deepseek-chat,0,0,0,0,0,0
93,19990108,modern,deepseek-chat,1,0,0,0,1,1
94,19980912,modern,deepseek-chat,1,0,0,0,0,0
95,20080105,modern,deepseek-chat,1,0,0,0,0,0
96,19951006,modern,deepseek-chat,1,0,0,1,0,0
97,20020821,modern,deepseek-chat,1,0,0,1,0,0
98,19901112,modern,deepseek-chat,1,1,0,1,0,1
98,19901112,modern,deepseek-chat,1,1,0,1,1,0
