LabelledBy,ID,Text,Remove,Date,Type,Weather,Infrastructural Impact,Political Impact,Economic Impact,Ecological Impact,Agricultural Impact,Human Health Impact,
Xianda,217,"The cabinet made no decision on the plans, and no cabinet meetings are scheduled until August. That marks another in a series of delays in the process of approving the new plans, which outline how healthcare institutions will provide service in English. Caille would not say what Rochon recommended to the cabinet, or whether he would recommend changes to the plans, which were drawn up by the province's 16 regional health boards and approved by a provincial advisory committee. The plans became controversial when some Parti Quebecois members complained they would require the hiring of too many bilingual employees at French health-care institutions, and that would conflict with the right to work in French. Rochon then agreed to allow the Office de la Langue Francaise to review the plans, sparking an angry reaction from some anglophone groups, who said they feared the government would try to reduce access to English-language services. The Office told Rochon in March they did not have enough information on how the plans would be put into action to give an opinion. The minister had said a decision on the plans would be made in June, and then said two weeks ago he expected a decision in the next few weeks.",0,19970716,modern,None,0,0,0,0,0,0,
Xianda,217,"The minister had said a decision on the plans would be made in June, and then said two weeks ago he expected a decision in the next few weeks. David Birnbaum, executive director of Alliance Quebec, said the delay means the English community is left without effective access plans, since the 1989 plans now in effect were drawn up long before the massive changes to Quebec's health-care system. When lightning strikes, they're ready to repair damage total, blamed on thunderstorms. Levasseur said the amount of time it takes for power to be restored to an area depends on the circumstances of the blackout. Levasseur acknowledged that however sophisticated the utility's damage-control policies become for dealing with lightning, so far there's been no breakthrough in the war against freezing rain, which left some North Shore Hydro customers without electricity for days last winter. He said the utility is working on a system that could monitor the weight of freezing rain forming on power lines, but the technology was not yet in use across the power distribution network. Lightning is a source of energy Hydro-Quebec cannot harness, and it is expected once again to blackout homes across the province this summer, as thunderstorms roll across southern Quebec.",0,19970716,modern,thunder,1,1,0,0,0,0,
Xianda,217,"Lightning is a source of energy Hydro-Quebec cannot harness, and it is expected once again to blackout homes across the province this summer, as thunderstorms roll across southern Quebec. The lightning-tracking system might look impressive, but it only allows the utility to make an educated guess about where to deploy its repair crews. And even then, the only way Hydro can know if something as earthbound as windblown branches has knocked out power lines serving only a small percentage of their clientele, is when the affected customer picks up the phone and calls the problem in. In an effort to reduce the time customers spend waiting for repairs to be carried out, Hydro has publicized its 24-hour, toll-free number for reporting power outages - it's (800) 790-2424. It also provided several tips on what to do if your electricity is interrupted. They are: Turn off and unplug appliances, particularly sensitive equipment like computers or microwave ovens. Leave on a couple of lamps and don't touch the fridge or stove. Once power has been restored, restart your appliances one at a time at 30-minute intervals. Avoid using your fridge or freezer unnecessarily.",0,19970716,modern,thunder,1,0,0,0,0,0,
Xianda,217,"Leave on a couple of lamps and don't touch the fridge or stove. Once power has been restored, restart your appliances one at a time at 30-minute intervals. Avoid using your fridge or freezer unnecessarily. If you keep the door closed, food will keep up to 48 hours. Never try to restore power yourself. Hydro maintenance officials tell grisly stories of customers who thought they could re-trip 25,000-volt circuit breakers with a couple of 2-by-4s or aluminum poles normally used for swimming pool nets. Even during a blackout, electrical lines remain extremely dangerous. ""Tune in. Now the acclaimed Audi A4 has more room to zoom than ever before. Introducing the newest A4 2.8, with a 30-valve V6 engine that's 190 horses strong and ready to run. With an optional Tiptronic transmission that lets you cruise in automatic or shift for higher performance. And a luxurious interior loaded with such niceties as a driver eight-way power seat and genuine burled walnut trim-all standard. Any players?",0,19970716,modern,None,0,0,0,0,0,0,
Xianda,217,"And a luxurious interior loaded with such niceties as a driver eight-way power seat and genuine burled walnut trim-all standard. Any players? Audi The new 1998 Audi A4 2.8 From $38,440 For the location of your nearest Audi Dealer call 1-800-FOR-AUDI. Manufacturer's Suggested Retail Price of 1998 Audi A4 2.8, including 5-speed manual transmission. Taxes, licence, title, documentation fees, destination charge, PDI, finance charges, and other options additional. Actual dealer prices may vary. Audi, and the four rings emblem are registered trademarks of AUDI AG. ""A4"" is a trademark of AUDI AG. To find out more about Audi, call your dealer.""",0,19970716,modern,None,0,0,0,0,0,0,
Xianda,218,"""A towing company employees work to free an 18-wheeler wedged under the train bridge on Guy St, just north of St. Antoine. Workers had to deflate the tires before hauling it out. JOHN MAHONEY, GAZETTE Hydro leaves residents in the dark ALLISON LAMPERT The Gazette Linda McPherson had just bought four bags of milk, cheese and a week's perishable food when the power in her Pierrefonds home went out Wednesday. Worried about losing the purchases, her husband immediately contacted Hydro-Quebec. He was told the power would be restored later that day. But McPherson's home, as well as those of about 2,000 other Montreal-area clients, were still without power yesterday morning. Most of them were in the West Island. ""You keep calling and calling and they kept telling you it'll be back at 6 p.m.,"" McPherson said. Hydro-Quebec told The Gazette Wednesday that power had been restored to the 10,500 homes that lost it earlier in the day. However, Hydro spokesman Claude Rocray said, ""Yesterday, everything was changing very quickly.""",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"Hydro-Quebec told The Gazette Wednesday that power had been restored to the 10,500 homes that lost it earlier in the day. However, Hydro spokesman Claude Rocray said, ""Yesterday, everything was changing very quickly."" Rocray said Wednesday's thunderstorm was especially tough on repairs, since Hydro employees do not work when there is lightning. McPherson said she finally had power restored at 11:30 a.m. yesterday - 22 hours after her home blacked out. Tragedy was avoidable Ammonia plant full of death traps, coroner says Ice-storm hiring called 'big show.' STELLA TZINTZIS The Gazette An ammonia leak that killed a 33-year-old worker and injured 22 others at an east-end veal-packing company in March 1997 was the result of carelessness by their employer, coroner Paul Dionne said in a report issued yesterday. Montpak Ltd, the scene of the fatal accident, was filled with booby traps and safety hazards, Dionne wrote in his report.",0,19980522,modern,thunder,1,0,0,0,0,0,
Xianda,218,"Montpak Ltd, the scene of the fatal accident, was filled with booby traps and safety hazards, Dionne wrote in his report. He said many of the company's 80 employees didn't know where emergency exits were located, oxygen masks were scarce and there was no alarm to sound in case of trouble. POORLY INSULATED PIPE The report also points out that the cooling system's main pipe could not be turned off to stop the leaking ammonia. When inhaled, the colorless gas burns holes through the lungs, which then swell and clog breathing. That's exactly what happened to Herculano Froias on March 21 last year. A poorly insulated pipe filled with liquid ammonia burst in the basement when someone dropped a heavy box on it. Froias, a Portuguese immigrant, was trapped in the basement electrical room with steel bars on the window. Several workers outside heard him screaming and ran across the street for help. They unsuccessfully tried tearing out the bars with metal chains attached to a nearby vehicle. Firefighters finally freed Froias more than 30 minutes later. He died of asphyxiation soon after arriving at the hospital. ""Mr.",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"Firefighters finally freed Froias more than 30 minutes later. He died of asphyxiation soon after arriving at the hospital. ""Mr. Froias would never have become trapped in the electrical room if he had been clearly informed of the whereabouts of emergency exits,"" Dionne said. Froias's death, the coroner added, was completely avoidable. Two people have died on the job in Quebec from ammonia inhalation within the last 10 years, and another 60 were compensated for injuries. Because it's cheap and less toxic than freon, ammonia is used in 270 cooling systems all over the province. ""Ammonia is an excellent coolant, but it has to be handled well, or else it can be dangerous,"" said Dr. Louis Drouin, head of the committee put together last year to assess the use of ammonia cooling. Drouin and his team designed a five-step program called Frigo, to be implemented and regulated by Quebec's worker-compensation board and the Regie du Batiment du Quebec, intended to prevent a repeat of the Montpak tragedy.",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"Drouin and his team designed a five-step program called Frigo, to be implemented and regulated by Quebec's worker-compensation board and the Regie du Batiment du Quebec, intended to prevent a repeat of the Montpak tragedy. CALLS FOR STANDARDS The program calls for employers to have clearly mapped emergency evacuation plans and to comply with installation rules and maintenance standards for ammonia cooling systems. Although there are stringent laws governing the installation and upkeep of ammonia cooling and refrigeration systems, employers often ignore them, the coroner's report says. Montpak did not return telephone calls by The Gazette yesterday. Service with a smile There's a reason that clerk won't leave you alone. The sales clerk couldn't be more helpful. You'd barely entered the store when she greeted you with a cheery ""bonjour"" and asked if there was anything she could help you find. Now that you're in the changing room, she keeps stopping by to ask how you're doing, bringing along extra items which she thinks would go perfectly with the clothes you'd already tried on. You normally shop alone but find the extra pair of eyes useful.",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"You normally shop alone but find the extra pair of eyes useful. If it was up to you, you'd have ruled out that skirt, sure it made you look too hippy. But she insisted it looked great, and why would she lie? Perhaps because she isn't really your friend, just a not very well-paid employee anxious to keep her job, which hinges on selling a specific amount of merchandise per week, on good days and bad, whether it makes the customer look like Princess Diana or a beluga. And because she has no way of knowing that you aren't a spy, one of those mystery shoppers bosses hire to make sure staff are friendly, courteous and pull out all the stops to make a sale. ""Retail sales is a scam these days,"" said a veteran Montreal saleswoman disgusted with the hard-sell techniques which Canadian retail chains have imported from the States over the last couple of years. ""It's like being a telemarketer. You just keep pushing the customer until you hook her in.""",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"""It's like being a telemarketer. You just keep pushing the customer until you hook her in."" MORE AGGRESSIVE SALES PITCH The woman, who was so nervous about speaking out that she refused to give her name or the company she worked for, said salespeople aren't pushy because they're earning a commission - in fact, most of them are part-time employees who earn little more than minimum wage. But she said that with fierce competition for retail sales, many local stores, especially national chains, have adopted a much more aggressive sales pitch. Sales staff are trained to greet a customer within 30 seconds after she or he enters the store. If the customer insists she's 'just looking,' the clerk will give her a two-minute reprieve before moving in again - before someone else beats her to it. A chart posted at the back of the store monitors which employees are meeting weekly sales targets. ""It doesn't matter if there's no traffic or no electricity, there are no excuses,"" she said. ""If you don't meet your quota, they put a big red mark beside your name. If you exceed it, they might mark it in yellow. Some places put a star beside your name.",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"""If you don't meet your quota, they put a big red mark beside your name. If you exceed it, they might mark it in yellow. Some places put a star beside your name. It's so childish, like we're in kindergarten."" It's certainly a big change from the old days, when service, Canadian-style, was a bit of a joke. Years ago, a colleague who had lived in Chicago and Miami once mentioned the rude awakening he got the first time he wandered into a downtown department store 20 minutes before closing time - only to be hustled to the door by bored workers who'd already closed their registers. In a national survey conducted over the Christmas holidays, twice as many Quebecers as other Canadians complained about the service in retail outlets, citing salespeople who were rude, too friendly or overly aggressive. SPOT THE SPY However, as the Canadian pendulum swings toward the Wal-Mart formula, workers have a new worry - corporate snitches hired to guarantee service with a smile. Still, an experienced salesperson can often spot a spy. ""They keep looking at their watches, to see how long it takes you to come over.",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"Still, an experienced salesperson can often spot a spy. ""They keep looking at their watches, to see how long it takes you to come over. Or they'll ask really stupid questions or insist on trying on 25 items."" Given the flap over McDonald's workers fighting for better working conditions, the disgruntled saleswoman suggests it's time to give a thought to non-unionized retail personnel. Often middle-aged women who don't have other marketable skills, they can't afford to complain when the store manager raises their sales quota, cuts their hours or gives better shifts to young, inexperienced students who only plan to stay a couple of years and are prepared to do what they're told. As for herself, although she works for a mid-sized clothing chain, she shops in department stores. ""There's no service, but at least nobody bothers you."" Peggy Curran's email address is pcurran@thegazette.southam.ca Live RITOKTCIA for a mortgage-free contest in tomorrow's Weekender section. WEEKENDER CONTEST. Closing stock quotations Thursday in new pence unless pounds or US dollars are indicated.",0,19980522,modern,None,0,0,0,0,0,0,
Xianda,218,"WEEKENDER CONTEST. Closing stock quotations Thursday in new pence unless pounds or US dollars are indicated. Allied Domecq 628, Glaxo 1706, Associated British Foods 5335, BAA 654, Kingfisher 1099, Bass 1089, Ladbrokes 348, British Aerospace 5M5, Lloyds Bank 901, British Airways, British Petroleum, BT, Burmah Castrol. GRAINS Futures contracts at Winnipeg Commodity Exchange closed mixed in the wake of a choppy session. Floor sources suggested the cautious tone today was due to an absence of fresh market-driving news. Grain quotes Thursday for tonnes, basis Lakehead Open High Low Close. Canola (Canadian): July 417.70 422.00 413.40 413.40 418.80 August 397.00 397.00 September - - - 380.50 380.00 November 382.70 395.20 380.50 382.00 381.10 January 386.50 368.20 384.30 385.70 386.50.",0,19980522,modern,None,0,0,0,0,0,0,
