Infrastructural Impact,Political Impact,Financial impact,Ecological Impact,Agricultural Impact,Human Health Impact,Date,ID,LabelledBy,Weather,Type
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,1.0,18920223,12,Micheal,snowstorm,historical
1,0,0,0,0,1.0,18920223,12,Micheal,snowstorm,historical
1,0,0,1,0,1.0,18920223,12,Micheal,snowstorm,historical
1,0,0,0,0,1.0,18920223,12,Micheal,storm,historical
1,0,1,0,0,1.0,18920223,12,Micheal,storm & Floods,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,snowstorm,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
0,1,0,0,0,0.0,18920223,12,Micheal,snowstorm,historical
0,0,0,0,0,0.0,18920223,12,Micheal,none,historical
1,0,1,0,0,1.0,18910908,13,Micheal,storm,historical
1,0,0,0,1,0.0,18961014,14,Micheal,storm,historical
0,0,0,0,0,0.0,18930830,15,Micheal,rain,historical
1,0,1,0,0,1.0,18930830,15,Micheal,storm,historical
1,0,1,0,0,0.0,18930830,15,Micheal,storm,historical
1,0,1,1,0,0.0,18930830,15,Micheal,storm,historical
1,0,1,0,1,0.0,18930830,15,Micheal,storm,historical
1,0,0,0,1,0.0,18930830,15,Micheal,storm,historical
0,0,0,0,0,1.0,18930830,15,Micheal,storm,historical
1,0,1,1,0,0.0,18930830,15,Micheal,rain,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
0,0,0,0,0,0.0,18930830,15,Micheal,none,historical
1,0,0,0,0,1.0,18860106,16,Micheal,rain,historical
1,0,1,0,1,1.0,18950819,17,Micheal,rain,historical
1,0,0,1,1,1.0,18890805,18,Micheal,rain,historical
1,0,1,0,0,1.0,18830205,19,Micheal,rain,historical
0,0,1,0,1,1.0,18880903,20,Micheal,rain,historical
1,0,1,0,0,1.0,18840912,21,Micheal,rain & floods,historical
1,0,1,0,1,0.0,18841230,22,Micheal,rain & floods,historical
1,0,0,1,1,0.0,18900206,23,Micheal,rain & floods,historical
1,1,1,0,0,0.0,18951011,24,Micheal,rain,historical
0,0,0,0,0,0.0,18980623,25,Micheal,rain,historical
1,1,1,1,1,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,0.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,0.0,18940213,26,Micheal,snow,historical
1,0,1,0,0,0.0,18940213,26,Micheal,snow,historical
1,0,1,0,0,0.0,18940213,26,Micheal,snow,historical
1,0,1,0,0,0.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
0,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,0.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,1,0.0,18940213,26,Micheal,snow,historical
1,1,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,0,1.0,18940213,26,Micheal,snow,historical
1,0,0,0,1,0.0,18940213,26,Micheal,snow,historical
1,0,0,1,0,1.0,18940213,26,Micheal,snow,historical
0,0,0,0,0,0.0,18940213,26,Micheal,none,historical
0,0,0,0,0,0.0,18940213,26,Micheal,none,historical
1,0,1,0,1,1.0,18980207,27,Micheal,snow,historical
0,0,1,0,1,0.0,18950515,28,Micheal,snow,historical
0,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
0,0,0,0,0,0.0,18981128,29,Micheal,none,historical
0,0,0,0,0,0.0,18981128,29,Micheal,none,historical
1,0,1,0,0,0.0,18981128,29,Micheal,snow,historical
1,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
1,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
1,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
1,1,0,0,0,1.0,18981128,29,Micheal,snow,historical
1,0,1,0,0,1.0,18981128,29,Micheal,snow,historical
1,0,1,0,0,1.0,18981128,29,Micheal,snow,historical
1,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
1,0,1,0,0,1.0,18981128,29,Micheal,snow,historical
1,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
0,0,0,0,0,0.0,18981128,29,Micheal,none,historical
0,0,0,0,0,0.0,18981128,29,Micheal,none,historical
0,0,0,0,0,0.0,18981128,29,Micheal,snow,historical
1,0,0,0,0,1.0,18981128,29,Micheal,snow,historical
0,0,0,0,0,1.0,18981128,29,Micheal,storm,historical
0,0,0,0,0,0.0,18981128,29,Micheal,none,historical
1,0,1,0,0,0.0,18981128,29,Micheal,storm,historical
1,0,1,0,1,1.0,18981124,30,Micheal,snow,historical
1,0,1,0,1,0.0,18820222,31,Micheal,snow,historical
1,0,1,0,1,1.0,18860123,32,Micheal,snow,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
1,0,0,0,0,0.0,18830321,33,Micheal,snow,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
1,0,0,0,0,0.0,18830321,33,Micheal,snow,historical
1,0,0,0,0,0.0,18830321,33,Micheal,snow,historical
1,0,0,0,0,1.0,18830321,33,Micheal,snow,historical
1,0,1,0,1,1.0,18830321,33,Micheal,storm,historical
1,0,0,0,1,1.0,18830321,33,Micheal,snow,historical
0,0,0,0,0,0.0,18830321,33,Micheal,none,historical
1,1,1,0,0,0.0,18870329,34,Micheal,snow,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
1,0,0,0,0,0.0,18870329,34,Micheal,snow,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
1,1,1,0,0,0.0,18870329,34,Micheal,snow,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,0.0,18870329,34,Micheal,none,historical
0,0,0,0,0,1.0,18870329,34,Micheal,snow,historical
1,1,0,0,0,1.0,18870301,35,Micheal,snow,historical
1,0,0,1,0,0.0,18890408,36,Micheal,snow,historical
1,0,1,0,1,1.0,18860205,37,Micheal,snow,historical
1,0,0,0,1,0.0,18950515,38,Micheal,ice,historical
1,0,1,0,1,1.0,18850404,39,Micheal,ice,historical
1,0,1,0,0,0.0,18980321,40,Micheal,ice & floods,historical
1,0,1,0,0,1.0,18841107,41,Micheal,ice & storm,historical
1,0,1,1,0,0.0,18960101,42,Micheal,ice,historical
1,1,1,0,0,0.0,18870822,43,Micheal,ice & floods,historical
1,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,1.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,1.0,18860419,44,Micheal,floods & ice,historical
1,0,1,1,0,0.0,18860419,44,Micheal,ice & floods,historical
1,0,1,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,1,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,1.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,1.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,0,1,0.0,18860419,44,Micheal,floods,historical
0,0,0,0,0,0.0,18860419,44,Micheal,none,historical
1,1,0,0,0,0.0,18860419,44,Micheal,floods,historical
0,1,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,1,0,0,0,0.0,18860419,44,Micheal,floods,historical
0,0,0,0,0,0.0,18860419,44,Micheal,floods,historical
0,1,0,0,0,0.0,18860419,44,Micheal,floods,historical
1,0,0,1,0,0.0,18860419,44,Micheal,floods,historical
0,0,0,0,0,0.0,18860419,44,Micheal,none,historical
0,0,0,0,0,0.0,18860419,44,Micheal,none,historical
1,1,0,0,0,0.0,18860407,45,Micheal,ice,historical
1,0,0,0,0,1.0,18860407,45,Micheal,storm,historical
1,0,0,1,0,0.0,18860407,45,Micheal,snowstorm,historical
1,0,0,0,0,0.0,18860407,45,Micheal,snowstorm,historical
1,1,1,1,0,1.0,18870425,46,Micheal,ice or flood?,historical
1,0,1,0,0,0.0,18990114,47,Micheal,torrential,historical
1,0,0,0,0,1.0,18981019,48,Micheal,torrential,historical
1,0,0,0,1,0.0,18990925,49,Micheal,torrential,historical
1,0,0,0,0,1.0,18800623,50,Micheal,torrential,historical
1,0,0,0,0,0.0,18961023,51,Micheal,torrential,historical
0,0,1,0,0,0.0,18971227,52,Micheal,torrential,historical
1,0,0,0,0,0.0,18841107,53,Micheal,storm,historical
1,0,1,0,0,1.0,18841107,53,Micheal,floods,historical
1,0,1,0,0,0.0,18841107,53,Micheal,snowstorm,historical
1,0,1,1,0,0.0,18841107,53,Micheal,snowstorm,historical
1,0,0,0,0,0.0,18841107,53,Micheal,floods,historical
1,0,0,0,0,1.0,18841107,53,Micheal,snowstorm,historical
1,0,0,0,0,0.0,18901203,54,Micheal,snowstorm,historical
1,0,1,1,0,1.0,18910310,55,Micheal,snowstorm & rain,historical
1,0,0,0,0,0.0,18911214,56,Micheal,storm,historical
1,0,1,0,0,1.0,18911214,56,Micheal,storm & Floods,historical
0,0,0,0,0,0.0,18911214,56,Micheal,none,historical
0,0,0,0,0,0.0,18911214,56,Micheal,none,historical
1,0,0,0,0,0.0,18990109,57,Micheal,snowstorm,historical
1,0,1,0,0,0.0,18820222,58,Micheal,storm,historical
1,0,0,1,1,0.0,18820222,58,Micheal,snowstorm,historical
1,0,0,0,1,0.0,18820222,58,Micheal,storm,historical
1,0,1,0,1,0.0,18981124,59,Micheal,snowstorm,historical
1,0,1,0,0,0.0,18871229,60,Micheal,snowstorm,historical
1,0,0,1,0,1.0,18840128,61,Micheal,storm,historical
1,0,0,0,0,1.0,18840128,61,Micheal,storm,historical
0,0,0,0,0,1.0,18840128,61,Micheal,storm,historical
1,0,0,0,0,0.0,18840303,62,Micheal,snowstorm,historical
1,0,1,1,0,1.0,18940213,63,Micheal,snowstorm,historical
1,0,0,1,0,0.0,18910127,64,Micheal,snowstorm,historical
1,0,1,0,0,0.0,18940410,65,Micheal,snowstorm,historical
1,0,0,0,1,1.0,18940217,66,Micheal,snowstorm,historical
1,1,1,0,0,0.0,18981128,67,Micheal,flood,historical
1,1,1,1,0,1.0,18860423,68,Micheal,flood,historical
1,0,1,1,1,1.0,18860125,69,Micheal,flood,historical
1,0,1,0,1,0.0,18970625,70,Micheal,flood,historical
1,0,1,1,1,1.0,18930314,71,Micheal,flood,historical
1,1,1,0,0,0.0,18860426,72,Micheal,flood,historical
1,0,1,1,1,0.0,18850427,73,Micheal,flood,historical
1,1,1,1,0,0.0,18830607,74,Micheal,flood,historical
1,0,1,1,0,1.0,18971130,75,Micheal,flood & storm,historical
1,0,1,1,1,1.0,18940612,76,Micheal,flood,historical
1,1,1,1,0,1.0,18880927,77,Micheal,flood,historical
0,1,1,1,1,0.0,18990510,78,Micheal,snow & cold,historical
1,0,1,0,0,0.0,18950417,79,Micheal,flood,historical
1,1,1,1,0,1.0,18870423,80,Micheal,flood,historical
1,1,1,1,0,0.0,18860116,81,Micheal,flood,historical
1,0,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,0,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,0,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,0,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,0,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,1,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,1,0,0,0,0.0,19980109,82,Angela,freezing,modern
0,1,0,0,0,0.0,19980109,82,Angela,freezing,modern
1,1,1,0,0,0.0,19980109,82,Angela,freezing,modern
0,1,1,0,0,0.0,19980109,82,Angela,freezing,modern
1,0,1,0,0,0.0,19980109,82,Angela,freezing,modern
0,0,1,0,0,0.0,19980109,82,Angela,storm,modern
1,0,1,0,0,0.0,19980109,82,Angela,ice,modern
1,1,0,0,1,0.0,19980109,82,Angela,storm,modern
1,0,0,0,1,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
0,0,0,0,0,0.0,19980109,82,Angela,,modern
1,0,0,0,0,0.0,19980109,82,Angela,storm,modern
1,0,0,1,0,0.0,19980109,82,Angela,storm,modern
0,0,0,1,0,0.0,19980109,82,Angela,storm,modern
0,0,0,1,0,0.0,19980109,82,Angela,storm,modern
1,1,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,1,0,0.0,19980109,82,Angela,storm,modern
1,0,0,1,0,0.0,19980109,82,Angela,storm,modern
1,0,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,storm,modern
0,0,0,0,0,0.0,19980109,82,Angela,storm,modern
1,1,0,0,0,0.0,20001106,83,Angela,rain,modern
1,1,0,0,0,0.0,20001106,83,Angela,rain,modern
0,0,0,0,0,0.0,20001106,83,Angela,rain,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,rain,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
0,0,0,0,0,0.0,20001106,83,Angela,,modern
1,1,0,1,0,1.0,19980124,84,Angela,rain,modern
1,0,1,0,0,1.0,20040906,85,Angela,rain & earthquake & storm,modern
0,0,0,0,0,0.0,20080424,86,Angela,rain,modern
0,0,1,0,0,0.0,20080424,86,Angela,rain,modern
0,0,1,0,0,0.0,20080424,86,Angela,rain,modern
1,0,1,0,0,0.0,20080424,86,Angela,rain,modern
0,1,0,0,0,0.0,20080424,86,Angela,rain,modern
0,1,0,0,0,0.0,20080424,86,Angela,rain,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,20080424,86,Angela,,modern
0,0,0,0,0,0.0,19980114,87,Angela,freezing,modern
0,0,0,0,0,0.0,19980114,87,Angela,freezing,modern
1,1,0,0,0,0.0,19980114,87,Angela,freezing,modern
1,0,0,0,0,0.0,19980114,87,Angela,freezing,modern
1,0,0,0,0,0.0,19980114,87,Angela,freezing,modern
1,0,0,0,0,0.0,19980114,87,Angela,freezing,modern
1,0,1,0,0,0.0,19980114,87,Angela,rain,modern
1,0,1,0,0,0.0,19980114,87,Angela,rain,modern
0,0,0,0,0,0.0,19980114,87,Angela,storm,modern
0,0,0,0,0,0.0,19980114,87,Angela,storm,modern
1,1,0,0,0,0.0,19980114,87,Angela,storm,modern
0,0,0,0,0,0.0,19980114,87,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,1,0,0,0,0.0,19960724,88,Angela,rain,modern
0,1,0,0,0,1.0,19960724,88,Angela,rain,modern
1,0,0,0,0,0.0,19960724,88,Angela,rain,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,1,0,0,0,0.0,19960724,88,Angela,flood,modern
1,0,1,0,0,0.0,19960724,88,Angela,flood,modern
1,0,1,0,0,0.0,19960724,88,Angela,flood,modern
1,0,0,0,0,0.0,19960724,88,Angela,flood,modern
1,0,0,0,0,0.0,19960724,88,Angela,rain,modern
1,0,1,0,0,0.0,19960724,88,Angela,rain,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,rain,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,,modern
0,0,0,0,0,0.0,19960724,88,Angela,flood,modern
1,0,0,0,0,0.0,19960724,88,Angela,flood,modern
1,0,0,0,0,0.0,19960724,88,Angela,flood,modern
0,1,0,0,0,0.0,19960724,88,Angela,rain,modern
0,1,0,0,0,0.0,19960724,88,Angela,rain,modern
0,1,0,0,0,0.0,19960724,88,Angela,rain,modern
1,0,0,0,1,1.0,19930731,89,Angela,rain,modern
1,0,0,0,1,0.0,19930731,89,Angela,rain,modern
1,0,0,0,1,1.0,19930731,89,Angela,rain,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,rain,modern
0,0,0,0,0,0.0,19930731,89,Angela,rain,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,rain,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
0,0,0,0,0,0.0,19930731,89,Angela,,modern
1,0,0,0,0,1.0,20000715,90,Angela,rain,modern
1,0,1,0,0,1.0,20070626,91,Angela,rain,modern
1,0,0,0,0,1.0,20061203,92,Angela,storm,modern
1,0,0,0,0,0.0,20061203,92,Angela,storm,modern
1,0,0,0,0,0.0,20061203,92,Angela,storm,modern
0,0,0,0,0,0.0,20061203,92,Angela,storm,modern
1,0,0,0,0,0.0,20061203,92,Angela,storm,modern
1,0,0,0,0,0.0,20061203,92,Angela,storm,modern
1,0,0,0,0,0.0,20061203,92,Angela,rain,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
0,0,0,0,0,0.0,20061203,92,Angela, None,modern
1,0,0,0,0,1.0,20061203,92,Angela,hurricane,modern
